index,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
0,A. Morin,Agua Grande,2016,63.0,France,75,Blend,Sao Tome,118125.0
1,A. Morin,Kpime,2015,70.0,France,55,Blend,Togo,96250.0
2,A. Morin,Atsane,2015,70.0,France,60,Blend,Togo,105000.0
3,A. Morin,Akata,2015,70.0,France,70,Blend,Togo,122500.0
4,A. Morin,Quilla,2015,70.0,France,70,Blend,Peru,122500.0
5,A. Morin,Carenero,2014,70.0,France,55,Criollo,Venezuela,96250.0
6,A. Morin,Cuba,2014,70.0,France,70,Blend,Cuba,122500.0
7,A. Morin,Sur del Lago,2014,70.0,France,70,Criollo,Venezuela,122500.0
8,A. Morin,Puerto Cabello,2014,70.0,France,75,Criollo,Venezuela,131250.0
9,A. Morin,Pablino,2014,70.0,France,80,Blend,Peru,140000.0
10,A. Morin,Panama,2013,70.0,France,55,Blend,Panama,96250.0
11,A. Morin,Madagascar,2013,70.0,France,60,Criollo,Madagascar,105000.0
12,A. Morin,Brazil,2013,70.0,France,65,Blend,Brazil,113750.0
13,A. Morin,Equateur,2013,70.0,France,75,Blend,Ecuador,131250.0
14,A. Morin,Colombie,2013,70.0,France,55,Blend,Colombia,96250.0
15,A. Morin,Birmanie,2013,70.0,France,60,Blend,Burma,105000.0
16,A. Morin,Papua New Guinea,2013,70.0,France,65,Blend,Papua New Guinea,113750.0
17,A. Morin,Chuao,2013,70.0,France,80,Trinitario,Venezuela,140000.0
18,A. Morin,Piura,2013,70.0,France,65,Blend,Peru,113750.0
19,A. Morin,Chanchamayo Province,2013,70.0,France,70,Blend,Peru,122500.0
20,A. Morin,Chanchamayo Province,2013,63.0,France,80,Blend,Peru,126000.0
21,A. Morin,Bolivia,2012,70.0,France,70,Blend,Bolivia,122500.0
22,A. Morin,Peru,2012,63.0,France,75,Blend,Peru,118125.0
23,Acalli,"Chulucanas, El Platanal",2015,70.0,U.S.A.,75,Blend,Peru,131250.0
24,Acalli,"Tumbes, Norandino",2015,70.0,U.S.A.,75,Criollo,Peru,131250.0
25,Adi,Vanua Levu,2011,60.0,Fiji,55,Trinitario,Fiji,82500.0
29,Aequare (Gianduja),"Los Rios, Quevedo, Arriba",2009,55.0,Ecuador,55,Forastero (Arriba),Ecuador,75625.0
30,Aequare (Gianduja),"Los Rios, Quevedo, Arriba",2009,70.0,Ecuador,60,Forastero (Arriba),Ecuador,105000.0
31,Ah Cacao,Tabasco,2009,70.0,Mexico,60,Criollo,Mexico,105000.0
35,Alain Ducasse,Trinite,2014,65.0,France,55,Trinitario,Trinidad,89375.0
40,Alexandre,"Winak Coop, Napo",2017,70.0,Netherlands,70,Forastero (Nacional),Ecuador,122500.0
41,Alexandre,"La Dalia, Matagalpa",2017,70.0,Netherlands,70,"Criollo, Trinitario",Nicaragua,122500.0
42,Alexandre,Tien Giang,2017,70.0,Netherlands,70,Trinitario,Vietnam,122500.0
43,Alexandre,"Makwale Village, Kyela",2017,70.0,Netherlands,70,Forastero,Tanzania,122500.0
44,Altus aka Cao Artisan,Momotombo,2016,60.0,U.S.A.,55,Blend,Nicaragua,82500.0
45,Altus aka Cao Artisan,Acopagro,2016,60.0,U.S.A.,60,Blend,Peru,90000.0
46,Altus aka Cao Artisan,CIAAB Coop,2016,60.0,U.S.A.,50,Blend,Bolivia,75000.0
47,Altus aka Cao Artisan,Villa Andina,2016,60.0,U.S.A.,50,Blend,Peru,75000.0
48,Altus aka Cao Artisan,Gruppo Salinas,2016,60.0,U.S.A.,55,Blend,Ecuador,82500.0
49,Altus aka Cao Artisan,Sur del Lago,2013,60.0,U.S.A.,50,Blend,Venezuela,75000.0
50,Altus aka Cao Artisan,Conacado,2013,60.0,U.S.A.,60,Trinitario,Dominican Republic,90000.0
52,Altus aka Cao Artisan,Bolivia,2013,60.0,U.S.A.,60,Blend,Bolivia,90000.0
53,Altus aka Cao Artisan,Peru,2013,60.0,U.S.A.,65,Blend,Peru,97500.0
54,Amano,Morobe,2011,70.0,U.S.A.,80,Blend,Papua New Guinea,140000.0
55,Amano,Dos Rios,2010,70.0,U.S.A.,75,Blend,Dominican Republic,131250.0
56,Amano,Guayas,2010,70.0,U.S.A.,80,Blend,Ecuador,140000.0
57,Amano,Chuao,2010,70.0,U.S.A.,60,Trinitario,Venezuela,105000.0
58,Amano,Montanya,2009,70.0,U.S.A.,60,Blend,Venezuela,105000.0
59,Amano,"Bali, Jembrana",2008,70.0,U.S.A.,55,Blend,Indonesia,96250.0
60,Amano,Madagascar,2007,70.0,U.S.A.,70,Trinitario,Madagascar,122500.0
61,Amano,Cuyagua,2007,70.0,U.S.A.,60,Blend,Venezuela,105000.0
62,Amano,Ocumare,2007,70.0,U.S.A.,75,Criollo,Venezuela,131250.0
63,Amatller (Simon Coll),Ghana,2009,70.0,Spain,60,Forastero,Ghana,105000.0
64,Amatller (Simon Coll),Ecuador,2009,70.0,Spain,55,Blend,Ecuador,96250.0
69,Ambrosia,Belize,2015,64.0,Canada,60,Trinitario,Belize,96000.0
70,Ambrosia,Madagascar,2015,66.0,Canada,65,Trinitario,Madagascar,107250.0
72,Ambrosia,Papua New Guinea,2015,63.0,Canada,65,Blend,Papua New Guinea,102375.0
73,Ambrosia,Venezuela,2015,70.0,Canada,65,Blend,Venezuela,113750.0
74,Ambrosia,Peru,2015,68.0,Canada,70,Blend,Peru,119000.0
75,Amedei,"Piura, Blanco de Criollo",2012,70.0,Italy,75,Blend,Peru,131250.0
76,Amedei,Porcelana,2007,70.0,Italy,80,Criollo (Porcelana),Venezuela,140000.0
78,Amedei,Chuao,2007,70.0,Italy,100,Trinitario,Venezuela,175000.0
79,Amedei,Ecuador,2007,70.0,Italy,60,Trinitario,Ecuador,105000.0
80,Amedei,Jamaica,2007,70.0,Italy,60,Trinitario,Jamaica,105000.0
81,Amedei,Grenada,2007,70.0,Italy,70,Trinitario,Grenada,122500.0
82,Amedei,Venezuela,2007,70.0,Italy,75,Trinitario (85% Criollo),Venezuela,131250.0
83,Amedei,Madagascar,2007,70.0,Italy,80,Trinitario (85% Criollo),Madagascar,140000.0
84,Amedei,Trinidad,2007,70.0,Italy,70,Trinitario,Trinidad,122500.0
85,Amedei,Toscano Black,2007,63.0,Italy,70,Blend,Other,110250.0
86,Amedei,Toscano Black,2006,70.0,Italy,100,Blend,Other,175000.0
87,Amedei,Toscano Black,2006,66.0,Italy,80,Blend,Other,132000.0
90,AMMA,"Monte Alegre, 3 diff. plantations",2010,50.0,Brazil,75,Forastero (Parazinho),Brazil,93750.0
92,AMMA,"Monte Alegre, 3 diff. plantations",2010,60.0,Brazil,80,Forastero (Parazinho),Brazil,120000.0
99,Arete,San Juan,2016,70.0,U.S.A.,70,Trinitario,Trinidad,122500.0
100,Arete,Kokoa Kamili,2016,70.0,U.S.A.,75,Blend,Tanzania,131250.0
102,Arete,Hacienda Victoria,2016,70.0,U.S.A.,65,Blend,Ecuador,113750.0
103,Arete,Costa Esmeraldas,2016,70.0,U.S.A.,65,Blend,Ecuador,113750.0
104,Arete,Lachua,2016,70.0,U.S.A.,70,Blend,Guatemala,122500.0
105,Arete,Rugoso,2016,70.0,U.S.A.,75,Blend,Nicaragua,131250.0
106,Arete,"La Masica, FHIA",2016,70.0,U.S.A.,70,Blend,Honduras,122500.0
107,Arete,"Coto Brus, Terciopelo",2016,70.0,U.S.A.,80,Blend,Costa Rica,140000.0
108,Arete,Phantom,2016,70.0,U.S.A.,80,Forastero (Nacional),Peru,140000.0
109,Arete,Elvesia,2016,70.0,U.S.A.,75,Blend,Dominican Republic,131250.0
110,Arete,Matasawalevu,2016,70.0,U.S.A.,65,Blend,Fiji,113750.0
112,Arete,Fazenda Camboa,2015,70.0,U.S.A.,70,Blend,Brazil,122500.0
113,Arete,Nacional,2015,68.0,U.S.A.,70,Forastero (Nacional),Peru,119000.0
114,Arete,"Puerto Quito, heirloom",2015,70.0,U.S.A.,75,Forastero (Nacional),Ecuador,131250.0
115,Arete,Oko Caribe,2015,70.0,U.S.A.,70,Blend,Domincan Republic,122500.0
116,Arete,Maya Mountain,2015,70.0,U.S.A.,75,Trinitario,Belize,131250.0
117,Arete,Chuno,2015,70.0,U.S.A.,80,"Criollo, Trinitario",Nicaragua,140000.0
119,Arete,Guatemala,2015,70.0,U.S.A.,65,Blend,Guatemala,113750.0
138,Askinosie,Mababa,2016,68.0,U.S.A.,75,Trinitario,Tanzania,127500.0
140,Askinosie,Cortes,2011,70.0,U.S.A.,75,Trinitario,Honduras,131250.0
143,Askinosie,San Jose del Tambo,2007,70.0,U.S.A.,60,Forastero (Arriba),Ecuador,105000.0
145,Bahen & Co.,Papua New Guinea,2015,70.0,Australia,70,Blend,Papua New Guinea,122500.0
146,Bahen & Co.,Sambirano,2012,70.0,Australia,60,Trinitario,Madagascar,105000.0
147,Bahen & Co.,Bahia,2012,70.0,Australia,50,Blend,Brazil,87500.0
148,Bahen & Co.,Houseblend,2012,70.0,Australia,50,Blend,Other,87500.0
149,Bakau,"Bambamarca, 2015",2015,70.0,Peru,55,Blend,Peru,96250.0
150,Bakau,"Huallabamba, 2015",2015,70.0,Peru,70,Blend,Peru,122500.0
151,Bar Au Chocolat,Bahia,2015,70.0,U.S.A.,70,Blend,Brazil,122500.0
152,Bar Au Chocolat,Maranon Canyon,2014,70.0,U.S.A.,80,Forastero (Nacional),Peru,140000.0
153,Bar Au Chocolat,Duarte Province,2012,70.0,U.S.A.,65,Blend,Dominican Republic,113750.0
154,Bar Au Chocolat,Chiapas,2012,70.0,U.S.A.,70,Blend,Mexico,122500.0
155,Bar Au Chocolat,Sambirano,2012,70.0,U.S.A.,75,Trinitario,Madagascar,131250.0
157,Batch,"Dominican Republic, Batch 3",2016,65.0,U.S.A.,70,Blend,Domincan Republic,113750.0
158,Batch,Brazil,2016,70.0,U.S.A.,75,Blend,Brazil,131250.0
159,Batch,Ecuador,2016,65.0,U.S.A.,65,Blend,Ecuador,105625.0
163,Beehive,"Dominican Republic, Batch 31616",2016,70.0,U.S.A.,55,Blend,Domincan Republic,96250.0
164,Beehive,"Ecuador, Batch 31516",2016,70.0,U.S.A.,55,Blend,Ecuador,96250.0
166,Belcolade,Costa Rica,2010,64.0,Belgium,55,Blend,Costa Rica,88000.0
167,Belcolade,Papua New Guinea,2010,64.0,Belgium,55,Blend,Papua New Guinea,88000.0
168,Belcolade,Peru,2010,64.0,Belgium,55,Blend,Peru,88000.0
170,Bellflower,"Kakao Kamili, Kilombero Valley",2016,70.0,U.S.A.,70,"Criollo, Trinitario",Tanzania,122500.0
171,Bellflower,"Alto Beni, Palos Blanco",2016,70.0,U.S.A.,65,Blend,Bolivia,113750.0
172,Bellflower,"Oko Caribe, Duarte P.",2016,70.0,U.S.A.,70,Blend,Domincan Republic,122500.0
182,Bernachon,Nature,2012,55.0,France,55,Blend,Other,75625.0
183,Beschle (Felchlin),Madagascar,2011,64.0,Switzerland,60,Trinitario,Madagascar,96000.0
187,Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",2010,70.0,Switzerland,65,Trinitario,Venezuela,113750.0
189,Beschle (Felchlin),"Java, Grand Cru",2010,64.0,Switzerland,70,Blend,Indonesia,112000.0
197,Bittersweet Origins,2009 Hapa Nibby,2010,70.0,U.S.A.,75,Blend,"Dominican Rep., Bali",131250.0
198,Bittersweet Origins,"Bali, Singaraja",2010,65.0,U.S.A.,55,Blend,Indonesia,89375.0
199,Bittersweet Origins,"Sambirano, 2009",2010,70.0,U.S.A.,60,Trinitario,Madagascar,105000.0
202,Bittersweet Origins,Puerto Plata,2009,65.0,U.S.A.,70,Blend,Dominican Republic,113750.0
204,Bittersweet Origins,Sambirano,2009,65.0,U.S.A.,70,Trinitario,Madagascar,113750.0
207,Bittersweet Origins,Puerto Plata,2008,68.0,U.S.A.,75,Blend,Dominican Republic,127500.0
208,Bittersweet Origins,Ankasa,2008,70.0,U.S.A.,60,Forastero,Ghana,105000.0
209,Black Mountain,La Red,2008,70.0,U.S.A.,55,Blend,Dominican Republic,96250.0
210,Black Mountain,Carenero Superior,2008,70.0,U.S.A.,55,Trinitario,Venezuela,96250.0
211,Black Mountain,Matiguas,2008,70.0,U.S.A.,60,Blend,Nicaragua,105000.0
212,Black River (A. Morin),Blue Mountain Region,2014,70.0,U.K.,55,Trinitario,Jamaica,96250.0
219,Blue Bandana,Guatemala,2012,70.0,U.S.A.,70,Blend,Guatemala,122500.0
220,Blue Bandana,Madagascar,2012,70.0,U.S.A.,75,Trinitario,Madagascar,131250.0
224,Bonnat,Surfin,2014,65.0,France,75,Blend,"Venez,Africa,Brasil,Peru,Mex",121875.0
250,Bowler Man,Maya Mountain,2014,70.0,U.S.A.,55,Trinitario,Belize,96250.0
251,Bowler Man,Conacado,2014,70.0,U.S.A.,55,Blend,Dominican Republic,96250.0
252,Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",2016,70.0,U.S.A.,70,Criollo,Venezuela,122500.0
253,Brasstown aka It's Chocolate,"O'payo, Waslala",2016,70.0,U.S.A.,75,Blend,Nicaragua,131250.0
254,Brasstown aka It's Chocolate,Conacado,2015,68.0,U.S.A.,75,Blend,Dominican Republic,127500.0
255,Brasstown aka It's Chocolate,Maya Mountain,2014,70.0,U.S.A.,75,Trinitario,Belize,131250.0
256,Brasstown aka It's Chocolate,Chuao,2014,70.0,U.S.A.,80,Trinitario,Venezuela,140000.0
258,Brasstown aka It's Chocolate,"Camino Verde, Guayas",2013,70.0,U.S.A.,65,Blend,Ecuador,113750.0
261,Brazen,Elvesia P.,2015,60.0,U.S.A.,60,Blend,Dominican Republic,90000.0
263,Brazen,"Alta Verapaz, 2014",2015,70.0,U.S.A.,70,Blend,Guatemala,122500.0
266,Brazen,Ambolikapkly P.,2015,60.0,U.S.A.,65,Blend,Madagascar,97500.0
267,Breeze Mill,Jamaica,2013,70.0,U.S.A.,60,Trinitario,Jamaica,105000.0
269,Bright,Marabel Farms,2014,70.0,Australia,70,Blend,Dominican Republic,122500.0
271,Bright,Gran Couva,2014,68.0,Australia,55,Trinitario,Trinidad,93500.0
272,Britarev,Ecuador,2015,70.0,Russia,65,Blend,Ecuador,113750.0
273,Bronx Grrl Chocolate,Dominican Republic,2013,68.0,U.S.A.,55,Blend,Dominican Republic,93500.0
278,Burnt Fork Bend,"Ecuador, Bob Bar",2014,60.0,U.S.A.,50,Blend,Ecuador,75000.0
279,Cacao Arabuco,Puerto Rico,2015,70.0,Puerto Rico,50,Blend,Puerto Rico,87500.0
284,Cacao Barry,Grand 'Anse,2016,65.0,France,70,"Trinitario, Criollo",Haiti,113750.0
285,Cacao Barry,Santo Domingo,2010,70.0,France,60,Blend,Dominican Republic,105000.0
288,Cacao Barry,Mexico,2007,66.0,France,60,Blend,Mexico,99000.0
294,Cacao de Origen,"Chuao, Aragua region",2014,70.0,Venezuela,75,Trinitario,Venezuela,131250.0
299,Cacao Hunters,Sierra Nevada,2014,64.0,Colombia,70,Blend,Colombia,112000.0
300,Cacao Hunters,Tumaco,2014,70.0,Colombia,70,Blend,Colombia,122500.0
301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",2014,69.0,Colombia,55,Blend,Colombia,94875.0
302,Cacao Hunters,Arauca,2014,70.0,Colombia,65,Blend,Colombia,113750.0
303,Cacao Market,"Jutiapa, lot 050916D",2016,70.0,U.S.A.,70,Trinitario,Honduras,122500.0
306,Cacao Prieto,Dominican Republic,2011,66.0,U.S.A.,75,Blend,Dominican Republic,123750.0
307,Cacao Prieto,"Dominican Republic, rustic",2011,65.0,U.S.A.,65,Blend,Dominican Republic,105625.0
308,Cacao Sampaka,"Mahali, Kasai",2016,70.0,Spain,70,Criollo,Congo,122500.0
315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",2009,70.0,Spain,80,Criollo,Mexico,140000.0
316,Cacao Sampaka,"Xoconusco, Chiapas",2009,70.0,Spain,80,Criollo,Mexico,140000.0
317,Cacao Store,Madagascar,2015,70.0,Japan,60,Trinitario,Madagascar,105000.0
318,Cacao Store,Peru,2015,70.0,Japan,65,Blend,Peru,113750.0
319,Cacao Store,Vietnam,2015,70.0,Japan,70,Trinitario,Vietnam,122500.0
320,Cacaosuyo (Theobroma Inversiones),Piura,2013,70.0,Peru,65,Blend,Peru,113750.0
321,Cacaoyere (Ecuatoriana),Amazonia,2008,63.0,Ecuador,70,Forastero (Arriba),Ecuador,110250.0
325,Callebaut,Grenade,2008,60.0,Belgium,55,Trinitario,Grenada,82500.0
326,Callebaut,Baking,2007,70.0,Belgium,20,Blend,Ecuador,35000.0
329,C-Amaro,"Lago di Como, Blu",2014,70.0,Italy,70,Blend,Other,122500.0
333,C-Amaro,Trinidad,2011,70.0,Italy,50,Trinitario,Trinidad,87500.0
336,Cao,"Porcelana, Batch 5163",2016,70.0,U.S.A.,60,Criollo,Venezuela,105000.0
338,Cao,Brazil,2016,70.0,U.S.A.,65,Trinitario,Brazil,113750.0
342,Caoni (Tulicorp),Manabi,2008,55.0,Ecuador,60,Forastero (Arriba),Ecuador,82500.0
343,Caoni (Tulicorp),Los Rios,2008,55.0,Ecuador,65,Forastero (Arriba),Ecuador,89375.0
344,Caoni (Tulicorp),Esmeraldas,2008,55.0,Ecuador,70,Forastero (Arriba),Ecuador,96250.0
345,Captain Pembleton,"Saidor Estate, Madang P.",2014,70.0,New Zealand,70,Trinitario,Papua New Guinea,122500.0
346,Captain Pembleton,Kulili Estate,2014,70.0,New Zealand,75,Blend,Papua New Guinea,131250.0
352,Carlotta Chocolat,Arauca,2016,65.0,Colombia,60,Trinitario,Colombia,97500.0
353,Carlotta Chocolat,Tumaco,2016,65.0,Colombia,65,Trinitario,Colombia,105625.0
354,Carlotta Chocolat,Cordoba,2016,65.0,Colombia,65,Trinitario,Colombia,105625.0
355,Carlotta Chocolat,Huila,2016,65.0,Colombia,70,Trinitario,Colombia,113750.0
356,Carlotta Chocolat,Cesar,2016,65.0,Colombia,70,CCN51,Colombia,113750.0
359,Castronovo,"Duarte, Batch 360",2015,70.0,U.S.A.,75,"Criollo, Trinitario",Domincan Republic,131250.0
363,Castronovo,Elvesia P.,2014,70.0,U.S.A.,55,Trinitario,Dominican Republic,96250.0
364,Castronovo,Bolivia,2013,70.0,U.S.A.,60,Trinitario,Bolivia,105000.0
366,Castronovo,San Martin,2013,70.0,U.S.A.,50,Criollo,Peru,87500.0
367,Castronovo,"Guaniamo, Amazonas",2013,70.0,U.S.A.,65,Blend,Venezuela,113750.0
369,Castronovo,Tumbes,2013,70.0,U.S.A.,55,Criollo,Peru,96250.0
371,Cello,Ecuador,2014,70.0,U.S.A.,50,Blend,Ecuador,87500.0
372,Cello,Peru,2014,70.0,U.S.A.,55,Blend,Peru,96250.0
373,Cello,Venezuela,2014,70.0,U.S.A.,55,Blend,Venezuela,96250.0
374,Cello,Bolivia,2014,70.0,U.S.A.,60,Blend,Bolivia,105000.0
376,Chaleur B,Uganda,2014,70.0,Canada,55,Forastero,Uganda,96250.0
377,Charm School,Maya Mtn,2016,70.0,U.S.A.,65,Blend,Belize,113750.0
378,Chchukululu (Tulicorp),Arriba,2010,55.0,Ecuador,55,Forastero (Arriba),Ecuador,75625.0
380,Chequessett,la Amistad,2014,70.0,U.S.A.,70,Blend,Costa Rica,122500.0
381,Chloe Chocolat,Blend No. 1,2011,70.0,France,70,Blend,Other,122500.0
382,Chocablog,Ecuador,2015,70.0,U.K.,65,Blend,Ecuador,113750.0
385,Choco Dong,"Mekong Delta, early 2014 Harvest",2015,70.0,South Korea,55,Trinitario,Vietnam,96250.0
386,Choco Dong,"Tawau, Oct. 2015 Harvest",2015,70.0,South Korea,70,Trinitario,Malaysia,122500.0
387,Chocolarder,Peru,2015,65.0,U.K.,50,Criollo,Peru,81250.0
388,Chocolarder,Peru + nibs,2015,65.0,U.K.,55,Criollo,Peru,89375.0
390,Chocola'te,Madagascar,2011,70.0,U.S.A.,75,Trinitario,Madagascar,131250.0
391,Chocola'te,Venezuela,2011,68.0,U.S.A.,75,Blend,Venezuela,127500.0
394,Chocolate Con Amor,Wild Bolivian,2016,70.0,U.S.A.,50,Blend,Bolivia,87500.0
395,Chocolate Con Amor,Uganda,2016,70.0,U.S.A.,55,Blend,Uganda,96250.0
396,Chocolate Con Amor,Dominican Republic,2016,60.0,U.S.A.,60,Blend,Dominican Republic,90000.0
399,Chocolate Con Amor,Ecuador,2016,70.0,U.S.A.,65,Blend,Ecuador,113750.0
403,Chocolate Makers,"Congo, Gorilla bar",2015,68.0,Amsterdam,70,Forastero,Congo,119000.0
405,"Chocolate Tree, The",Maranon,2015,69.0,Scotland,75,Forastero (Nacional),Peru,129375.0
407,"Chocolate Tree, The",Peru,2013,70.0,Scotland,75,Forastero (Nacional),Peru,131250.0
409,"Chocolate Tree, The",Peru,2012,68.0,Scotland,55,Criollo,Peru,93500.0
411,Chocolats Privilege,Xoconusco,2014,70.0,Canada,50,Criollo,Mexico,87500.0
413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2011,65.0,Canada,65,Blend,Mexico,105625.0
416,Chocovic,Kendari,2009,60.0,Spain,65,Blend,Other,97500.0
421,Chocovic,Maragda,2007,70.0,Spain,60,Blend,Other,105000.0
422,Chocovivo,Tabasco,2015,65.0,U.S.A.,50,Trinitario,Mexico,81250.0
425,Choklat,"Porcelana, Tabasco",2009,70.0,Canada,55,Criollo,Mexico,96250.0
426,Choklat,Brazilian,2009,70.0,Canada,60,Blend,Brazil,105000.0
428,Choklat,Ocumare,2009,70.0,Canada,60,Criollo,Venezuela,105000.0
429,Chokolat Elot (Girard),Guadeloupe,2013,42.0,Martinique,55,Blend,Martinique,57750.0
431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",2011,68.0,Canada,75,Forastero (Nacional),Peru,127500.0
432,Chuao Chocolatier,Choroni,2009,61.0,U.S.A.,60,Criollo,Venezuela,91500.0
440,Compania de Chocolate (Salgado),Sur del Lago,2010,70.0,Argentina,65,Blend,Venezuela,113750.0
443,Compania de Chocolate (Salgado),Ocumare,2008,70.0,Argentina,75,Criollo,Venezuela,131250.0
447,Coppeneur,"Ecuador, Puristique",2013,65.0,Germany,65,Forastero (Nacional),Ecuador,105625.0
451,Coppeneur,Madagascar,2012,70.0,Germany,70,Trinitario,Madagascar,122500.0
453,Coppeneur,Chuao,2010,70.0,Germany,60,Trinitario,Venezuela,105000.0
459,Coppeneur,"Porcelana, Apotequil",2009,62.0,Germany,65,Criollo,Peru,100750.0
460,Coppeneur,Chuao 100hr,2009,70.0,Germany,70,"Criollo, Trinitario",Venezuela,122500.0
461,Coppeneur,Chuao 70hr,2009,70.0,Germany,75,"Criollo, Trinitario",Venezuela,131250.0
465,Cote d' Or (Kraft),Sensations Intense,2006,70.0,Belgium,20,Blend,Other,35000.0
466,Cravve,New Ireland,2014,70.0,Australia,50,Forastero,Papua New Guinea,87500.0
469,Cravve,"Bahia, batch a1213",2012,65.0,Australia,65,Trinitario,Brazil,105625.0
470,Cravve,"Namau Village, N. Taileva P., batch a2812",2012,67.0,Australia,65,Trinitario,Fiji,108875.0
471,Cravve,Vanuatu,2012,64.0,Australia,65,Trinitario,Vanuatu,104000.0
475,Daintree,Goodman Estate,2015,70.0,Australia,55,Blend,Australia,96250.0
476,Daintree,"Daintree Estates, N. Queensland",2011,70.0,Australia,65,Blend,Australia,113750.0
478,Damson,Robson Estate,2015,70.0,U.K.,60,Trinitario,Trinidad,105000.0
479,Damson,Los Rios,2015,70.0,U.K.,70,Blend,Ecuador,122500.0
480,Damson,Crayfish Bay aka Non Pariel Estate,2015,70.0,U.K.,45,Blend,Grenada,78750.0
481,Damson,O'Payo,2015,70.0,U.K.,55,Blend,Nicaragua,96250.0
482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",2016,70.0,U.S.A.,75,Blend,Other,131250.0
483,Dandelion,"Maya Mtn., Break Bar- Snark",2015,70.0,U.S.A.,60,Trinitario,Belize,105000.0
484,Dandelion,Maya Mountain,2014,70.0,U.S.A.,70,Trinitario,Belize,122500.0
485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",2014,70.0,U.S.A.,70,Blend,Ecuador,122500.0
486,Dandelion,Buto,2014,70.0,U.S.A.,55,Blend,Liberia,96250.0
487,Dandelion,"San Francisco de Macoris, Cibao region",2014,70.0,U.S.A.,75,Blend,Dominican Republic,131250.0
488,Dandelion,"Cumboto, farmer Jose Lugo",2013,70.0,U.S.A.,55,Blend,Venezuela,96250.0
489,Dandelion,Patanemo,2013,70.0,U.S.A.,65,Blend,Venezuela,113750.0
490,Dandelion,"Mantuano, 2012",2013,70.0,U.S.A.,70,Blend,Venezuela,122500.0
491,Dandelion,Papua New Guinea,2013,70.0,U.S.A.,70,Blend,Papua New Guinea,122500.0
492,Dandelion,Upala,2012,70.0,U.S.A.,60,Blend,Costa Rica,105000.0
493,Dandelion,Colombian,2012,70.0,U.S.A.,65,Blend,Colombia,113750.0
494,Dandelion,"Elvesia, 2011",2012,70.0,U.S.A.,75,Blend,Dominican Republic,131250.0
